Source,year,Sex,age,n,proportion,label
Longline fishery,2023,Male,25,0,0,llfsh
Longline fishery,2024,Female,2,1,0.04,llfsh
Longline fishery,2024,Female,3,0,0,llfsh
Longline fishery,2024,Female,4,1,0.04,llfsh
Longline fishery,2024,Female,5,2,0.08,llfsh
Longline fishery,2024,Female,6,7,0.28,llfsh
Longline fishery,2024,Female,7,4,0.16,llfsh
Longline fishery,2024,Female,8,3,0.12,llfsh
Longline fishery,2024,Female,9,1,0.04,llfsh
Longline fishery,2024,Female,10,5,0.2,llfsh
Longline fishery,2024,Female,11,0,0,llfsh
Longline fishery,2024,Female,12,0,0,llfsh
Longline fishery,2024,Female,13,0,0,llfsh
Longline fishery,2024,Female,14,0,0,llfsh
Longline fishery,2024,Female,15,0,0,llfsh
Longline fishery,2024,Female,16,0,0,llfsh
Longline fishery,2024,Female,17,0,0,llfsh
Longline fishery,2024,Female,18,0,0,llfsh
Longline fishery,2024,Female,19,0,0,llfsh
Longline fishery,2024,Female,20,0,0,llfsh
Longline fishery,2024,Female,21,0,0,llfsh
Longline fishery,2024,Female,22,0,0,llfsh
Longline fishery,2024,Female,23,0,0,llfsh
Longline fishery,2024,Female,24,0,0,llfsh
Longline fishery,2024,Female,25,1,0.04,llfsh
Longline fishery,2024,Male,2,0,0,llfsh
Longline fishery,2024,Male,3,1,0.14286,llfsh
Longline fishery,2024,Male,4,0,0,llfsh
Longline fishery,2024,Male,5,2,0.28571,llfsh
Longline fishery,2024,Male,6,2,0.28571,llfsh
Longline fishery,2024,Male,7,0,0,llfsh
Longline fishery,2024,Male,8,2,0.28571,llfsh
Longline fishery,2024,Male,9,0,0,llfsh
Longline fishery,2024,Male,10,0,0,llfsh
Longline fishery,2024,Male,11,0,0,llfsh
Longline fishery,2024,Male,12,0,0,llfsh
Longline fishery,2024,Male,13,0,0,llfsh
Longline fishery,2024,Male,14,0,0,llfsh
Longline fishery,2024,Male,15,0,0,llfsh
Longline fishery,2024,Male,16,0,0,llfsh
Longline fishery,2024,Male,17,0,0,llfsh
Longline fishery,2024,Male,18,0,0,llfsh
Longline fishery,2024,Male,19,0,0,llfsh
Longline fishery,2024,Male,20,0,0,llfsh
Longline fishery,2024,Male,21,0,0,llfsh
Longline fishery,2024,Male,22,0,0,llfsh
Longline fishery,2024,Male,23,0,0,llfsh
Longline fishery,2024,Male,24,0,0,llfsh
Longline fishery,2024,Male,25,0,0,llfsh
Longline survey,1988,Female,2,0,0,llsrv
Longline survey,1988,Female,3,4,0.02062,llsrv
Longline survey,1988,Female,4,22,0.1134,llsrv
Longline survey,1988,Female,5,25,0.12887,llsrv
Longline survey,1988,Female,6,22,0.1134,llsrv
Longline survey,1988,Female,7,15,0.07732,llsrv
Longline survey,1988,Female,8,13,0.06701,llsrv
Longline survey,1988,Female,9,6,0.03093,llsrv
Longline survey,1988,Female,10,8,0.04124,llsrv
Longline survey,1988,Female,11,18,0.09278,llsrv
Longline survey,1988,Female,12,13,0.06701,llsrv
Longline survey,1988,Female,13,13,0.06701,llsrv
Longline survey,1988,Female,14,8,0.04124,llsrv
Longline survey,1988,Female,15,4,0.02062,llsrv
Longline survey,1988,Female,16,4,0.02062,llsrv
Longline survey,1988,Female,17,3,0.01546,llsrv
Longline survey,1988,Female,18,1,0.00515,llsrv
Longline survey,1988,Female,19,0,0,llsrv
Longline survey,1988,Female,20,1,0.00515,llsrv
Longline survey,1988,Female,21,3,0.01546,llsrv
Longline survey,1988,Female,22,1,0.00515,llsrv
Longline survey,1988,Female,23,2,0.01031,llsrv
Longline survey,1988,Female,24,1,0.00515,llsrv
Longline survey,1988,Female,25,7,0.03608,llsrv
Longline survey,1988,Male,2,2,0.00889,llsrv
Longline survey,1988,Male,3,4,0.01778,llsrv
Longline survey,1988,Male,4,16,0.07111,llsrv
Longline survey,1988,Male,5,31,0.13778,llsrv
Longline survey,1988,Male,6,32,0.14222,llsrv
Longline survey,1988,Male,7,12,0.05333,llsrv
Longline survey,1988,Male,8,14,0.06222,llsrv
Longline survey,1988,Male,9,8,0.03556,llsrv
Longline survey,1988,Male,10,7,0.03111,llsrv
Longline survey,1988,Male,11,23,0.10222,llsrv
Longline survey,1988,Male,12,10,0.04444,llsrv
Longline survey,1988,Male,13,10,0.04444,llsrv
Longline survey,1988,Male,14,8,0.03556,llsrv
Longline survey,1988,Male,15,7,0.03111,llsrv
Longline survey,1988,Male,16,6,0.02667,llsrv
Longline survey,1988,Male,17,2,0.00889,llsrv
Longline survey,1988,Male,18,2,0.00889,llsrv
Longline survey,1988,Male,19,2,0.00889,llsrv
Longline survey,1988,Male,20,1,0.00444,llsrv
Longline survey,1988,Male,21,5,0.02222,llsrv
Longline survey,1988,Male,22,1,0.00444,llsrv
Longline survey,1988,Male,23,1,0.00444,llsrv
Longline survey,1988,Male,24,1,0.00444,llsrv
Longline survey,1988,Male,25,20,0.08889,llsrv
Longline survey,1989,Female,2,1,0.01136,llsrv
Longline survey,1989,Female,3,5,0.05682,llsrv
Longline survey,1989,Female,4,12,0.13636,llsrv
Longline survey,1989,Female,5,9,0.10227,llsrv
Longline survey,1989,Female,6,9,0.10227,llsrv
Longline survey,1989,Female,7,4,0.04545,llsrv
Longline survey,1989,Female,8,4,0.04545,llsrv
Longline survey,1989,Female,9,3,0.03409,llsrv
Longline survey,1989,Female,10,3,0.03409,llsrv
Longline survey,1989,Female,11,5,0.05682,llsrv
Longline survey,1989,Female,12,10,0.11364,llsrv
Longline survey,1989,Female,13,2,0.02273,llsrv
Longline survey,1989,Female,14,3,0.03409,llsrv
Longline survey,1989,Female,15,4,0.04545,llsrv
Longline survey,1989,Female,16,3,0.03409,llsrv
Longline survey,1989,Female,17,1,0.01136,llsrv
Longline survey,1989,Female,18,1,0.01136,llsrv
Longline survey,1989,Female,19,2,0.02273,llsrv
Longline survey,1989,Female,20,0,0,llsrv
Longline survey,1989,Female,21,2,0.02273,llsrv
Longline survey,1989,Female,22,0,0,llsrv
Longline survey,1989,Female,23,0,0,llsrv
Longline survey,1989,Female,24,0,0,llsrv
Longline survey,1989,Female,25,5,0.05682,llsrv
Longline survey,1989,Male,2,0,0,llsrv
Longline survey,1989,Male,3,4,0.04348,llsrv
Longline survey,1989,Male,4,3,0.03261,llsrv
Longline survey,1989,Male,5,11,0.11957,llsrv
Longline survey,1989,Male,6,8,0.08696,llsrv
Longline survey,1989,Male,7,5,0.05435,llsrv
Longline survey,1989,Male,8,3,0.03261,llsrv
Longline survey,1989,Male,9,1,0.01087,llsrv
Longline survey,1989,Male,10,5,0.05435,llsrv
Longline survey,1989,Male,11,4,0.04348,llsrv
Longline survey,1989,Male,12,6,0.06522,llsrv
Longline survey,1989,Male,13,5,0.05435,llsrv
Longline survey,1989,Male,14,2,0.02174,llsrv
Longline survey,1989,Male,15,2,0.02174,llsrv
Longline survey,1989,Male,16,3,0.03261,llsrv
Longline survey,1989,Male,17,4,0.04348,llsrv
Longline survey,1989,Male,18,0,0,llsrv
Longline survey,1989,Male,19,5,0.05435,llsrv
Longline survey,1989,Male,20,1,0.01087,llsrv
Longline survey,1989,Male,21,1,0.01087,llsrv
Longline survey,1989,Male,22,3,0.03261,llsrv
Longline survey,1989,Male,23,1,0.01087,llsrv
Longline survey,1989,Male,24,0,0,llsrv
Longline survey,1989,Male,25,15,0.16304,llsrv
Longline survey,1990,Female,2,0,0,llsrv
Longline survey,1990,Female,3,0,0,llsrv
Longline survey,1990,Female,4,2,0.02985,llsrv
Longline survey,1990,Female,5,1,0.01493,llsrv
Longline survey,1990,Female,6,2,0.02985,llsrv
Longline survey,1990,Female,7,6,0.08955,llsrv
Longline survey,1990,Female,8,7,0.10448,llsrv
Longline survey,1990,Female,9,9,0.13433,llsrv
Longline survey,1990,Female,10,9,0.13433,llsrv
Longline survey,1990,Female,11,4,0.0597,llsrv
Longline survey,1990,Female,12,5,0.07463,llsrv
Longline survey,1990,Female,13,3,0.04478,llsrv
Longline survey,1990,Female,14,5,0.07463,llsrv
Longline survey,1990,Female,15,4,0.0597,llsrv
Longline survey,1990,Female,16,2,0.02985,llsrv
Longline survey,1990,Female,17,3,0.04478,llsrv
Longline survey,1990,Female,18,1,0.01493,llsrv
Longline survey,1990,Female,19,0,0,llsrv
Longline survey,1990,Female,20,1,0.01493,llsrv
Longline survey,1990,Female,21,0,0,llsrv
Longline survey,1990,Female,22,0,0,llsrv
Longline survey,1990,Female,23,1,0.01493,llsrv
Longline survey,1990,Female,24,0,0,llsrv
Longline survey,1990,Female,25,2,0.02985,llsrv
Longline survey,1990,Male,2,0,0,llsrv
Longline survey,1990,Male,3,0,0,llsrv
Longline survey,1990,Male,4,1,0.01075,llsrv
Longline survey,1990,Male,5,0,0,llsrv
Longline survey,1990,Male,6,5,0.05376,llsrv
Longline survey,1990,Male,7,6,0.06452,llsrv
Longline survey,1990,Male,8,12,0.12903,llsrv
Longline survey,1990,Male,9,7,0.07527,llsrv
Longline survey,1990,Male,10,9,0.09677,llsrv
Longline survey,1990,Male,11,7,0.07527,llsrv
Longline survey,1990,Male,12,5,0.05376,llsrv
Longline survey,1990,Male,13,6,0.06452,llsrv
Longline survey,1990,Male,14,5,0.05376,llsrv
Longline survey,1990,Male,15,2,0.02151,llsrv
Longline survey,1990,Male,16,3,0.03226,llsrv
Longline survey,1990,Male,17,1,0.01075,llsrv
Longline survey,1990,Male,18,5,0.05376,llsrv
Longline survey,1990,Male,19,1,0.01075,llsrv
Longline survey,1990,Male,20,3,0.03226,llsrv
Longline survey,1990,Male,21,0,0,llsrv
Longline survey,1990,Male,22,1,0.01075,llsrv
Longline survey,1990,Male,23,1,0.01075,llsrv
Longline survey,1990,Male,24,3,0.03226,llsrv
Longline survey,1990,Male,25,10,0.10753,llsrv
Longline survey,1991,Female,2,0,0,llsrv
Longline survey,1991,Female,3,6,0.08108,llsrv
Longline survey,1991,Female,4,2,0.02703,llsrv
Longline survey,1991,Female,5,0,0,llsrv
Longline survey,1991,Female,6,7,0.09459,llsrv
Longline survey,1991,Female,7,8,0.10811,llsrv
Longline survey,1991,Female,8,13,0.17568,llsrv
Longline survey,1991,Female,9,8,0.10811,llsrv
Longline survey,1991,Female,10,3,0.04054,llsrv
Longline survey,1991,Female,11,3,0.04054,llsrv
Longline survey,1991,Female,12,3,0.04054,llsrv
Longline survey,1991,Female,13,3,0.04054,llsrv
Longline survey,1991,Female,14,3,0.04054,llsrv
Longline survey,1991,Female,15,4,0.05405,llsrv
Longline survey,1991,Female,16,4,0.05405,llsrv
Longline survey,1991,Female,17,2,0.02703,llsrv
Longline survey,1991,Female,18,3,0.04054,llsrv
Longline survey,1991,Female,19,1,0.01351,llsrv
Longline survey,1991,Female,20,0,0,llsrv
Longline survey,1991,Female,21,0,0,llsrv
Longline survey,1991,Female,22,0,0,llsrv
Longline survey,1991,Female,23,0,0,llsrv
Longline survey,1991,Female,24,0,0,llsrv
Longline survey,1991,Female,25,1,0.01351,llsrv
Longline survey,1991,Male,2,0,0,llsrv
Longline survey,1991,Male,3,1,0.00877,llsrv
Longline survey,1991,Male,4,4,0.03509,llsrv
Longline survey,1991,Male,5,4,0.03509,llsrv
Longline survey,1991,Male,6,3,0.02632,llsrv
Longline survey,1991,Male,7,6,0.05263,llsrv
Longline survey,1991,Male,8,13,0.11404,llsrv
Longline survey,1991,Male,9,14,0.12281,llsrv
Longline survey,1991,Male,10,9,0.07895,llsrv
Longline survey,1991,Male,11,5,0.04386,llsrv
Longline survey,1991,Male,12,9,0.07895,llsrv
Longline survey,1991,Male,13,4,0.03509,llsrv
Longline survey,1991,Male,14,2,0.01754,llsrv
Longline survey,1991,Male,15,7,0.0614,llsrv
Longline survey,1991,Male,16,4,0.03509,llsrv
Longline survey,1991,Male,17,8,0.07018,llsrv
Longline survey,1991,Male,18,2,0.01754,llsrv
Longline survey,1991,Male,19,4,0.03509,llsrv
Longline survey,1991,Male,20,0,0,llsrv
Longline survey,1991,Male,21,1,0.00877,llsrv
Longline survey,1991,Male,22,0,0,llsrv
Longline survey,1991,Male,23,3,0.02632,llsrv
Longline survey,1991,Male,24,2,0.01754,llsrv
Longline survey,1991,Male,25,9,0.07895,llsrv
Longline survey,1992,Female,2,1,0.01316,llsrv
Longline survey,1992,Female,3,6,0.07895,llsrv
Longline survey,1992,Female,4,15,0.19737,llsrv
Longline survey,1992,Female,5,10,0.13158,llsrv
Longline survey,1992,Female,6,8,0.10526,llsrv
Longline survey,1992,Female,7,2,0.02632,llsrv
Longline survey,1992,Female,8,2,0.02632,llsrv
Longline survey,1992,Female,9,4,0.05263,llsrv
Longline survey,1992,Female,10,6,0.07895,llsrv
Longline survey,1992,Female,11,3,0.03947,llsrv
Longline survey,1992,Female,12,1,0.01316,llsrv
Longline survey,1992,Female,13,3,0.03947,llsrv
Longline survey,1992,Female,14,2,0.02632,llsrv
Longline survey,1992,Female,15,1,0.01316,llsrv
Longline survey,1992,Female,16,3,0.03947,llsrv
Longline survey,1992,Female,17,2,0.02632,llsrv
Longline survey,1992,Female,18,2,0.02632,llsrv
Longline survey,1992,Female,19,0,0,llsrv
Longline survey,1992,Female,20,2,0.02632,llsrv
Longline survey,1992,Female,21,2,0.02632,llsrv
Longline survey,1992,Female,22,0,0,llsrv
Longline survey,1992,Female,23,0,0,llsrv
Longline survey,1992,Female,24,0,0,llsrv
Longline survey,1992,Female,25,1,0.01316,llsrv
Longline survey,1992,Male,2,2,0.02198,llsrv
Longline survey,1992,Male,3,5,0.05495,llsrv
Longline survey,1992,Male,4,8,0.08791,llsrv
Longline survey,1992,Male,5,7,0.07692,llsrv
Longline survey,1992,Male,6,3,0.03297,llsrv
Longline survey,1992,Male,7,4,0.04396,llsrv
Longline survey,1992,Male,8,8,0.08791,llsrv
Longline survey,1992,Male,9,6,0.06593,llsrv
Longline survey,1992,Male,10,3,0.03297,llsrv
Longline survey,1992,Male,11,3,0.03297,llsrv
Longline survey,1992,Male,12,5,0.05495,llsrv
Longline survey,1992,Male,13,5,0.05495,llsrv
Longline survey,1992,Male,14,2,0.02198,llsrv
Longline survey,1992,Male,15,5,0.05495,llsrv
Longline survey,1992,Male,16,5,0.05495,llsrv
Longline survey,1992,Male,17,4,0.04396,llsrv
Longline survey,1992,Male,18,1,0.01099,llsrv
Longline survey,1992,Male,19,1,0.01099,llsrv
Longline survey,1992,Male,20,0,0,llsrv
Longline survey,1992,Male,21,2,0.02198,llsrv
Longline survey,1992,Male,22,1,0.01099,llsrv
Longline survey,1992,Male,23,1,0.01099,llsrv
Longline survey,1992,Male,24,0,0,llsrv
Longline survey,1992,Male,25,10,0.10989,llsrv
Longline survey,1993,Female,2,0,0,llsrv
Longline survey,1993,Female,3,2,0.02564,llsrv
Longline survey,1993,Female,4,3,0.03846,llsrv
Longline survey,1993,Female,5,5,0.0641,llsrv
Longline survey,1993,Female,6,11,0.14103,llsrv
Longline survey,1993,Female,7,9,0.11538,llsrv
Longline survey,1993,Female,8,7,0.08974,llsrv
Longline survey,1993,Female,9,8,0.10256,llsrv
Longline survey,1993,Female,10,4,0.05128,llsrv
Longline survey,1993,Female,11,4,0.05128,llsrv
Longline survey,1993,Female,12,3,0.03846,llsrv
Longline survey,1993,Female,13,0,0,llsrv
Longline survey,1993,Female,14,1,0.01282,llsrv
Longline survey,1993,Female,15,3,0.03846,llsrv
Longline survey,1993,Female,16,4,0.05128,llsrv
Longline survey,1993,Female,17,4,0.05128,llsrv
Longline survey,1993,Female,18,4,0.05128,llsrv
Longline survey,1993,Female,19,1,0.01282,llsrv
Longline survey,1993,Female,20,1,0.01282,llsrv
Longline survey,1993,Female,21,2,0.02564,llsrv
Longline survey,1993,Female,22,0,0,llsrv
Longline survey,1993,Female,23,0,0,llsrv
Longline survey,1993,Female,24,0,0,llsrv
Longline survey,1993,Female,25,2,0.02564,llsrv
Longline survey,1993,Male,2,0,0,llsrv
Longline survey,1993,Male,3,5,0.04717,llsrv
Longline survey,1993,Male,4,9,0.08491,llsrv
Longline survey,1993,Male,5,4,0.03774,llsrv
Longline survey,1993,Male,6,16,0.15094,llsrv
Longline survey,1993,Male,7,4,0.03774,llsrv
Longline survey,1993,Male,8,6,0.0566,llsrv
Longline survey,1993,Male,9,6,0.0566,llsrv
Longline survey,1993,Male,10,8,0.07547,llsrv
Longline survey,1993,Male,11,6,0.0566,llsrv
Longline survey,1993,Male,12,3,0.0283,llsrv
Longline survey,1993,Male,13,2,0.01887,llsrv
Longline survey,1993,Male,14,4,0.03774,llsrv
Longline survey,1993,Male,15,3,0.0283,llsrv
Longline survey,1993,Male,16,7,0.06604,llsrv
Longline survey,1993,Male,17,5,0.04717,llsrv
Longline survey,1993,Male,18,1,0.00943,llsrv
Longline survey,1993,Male,19,1,0.00943,llsrv
Longline survey,1993,Male,20,1,0.00943,llsrv
Longline survey,1993,Male,21,1,0.00943,llsrv
Longline survey,1993,Male,22,3,0.0283,llsrv
Longline survey,1993,Male,23,0,0,llsrv
Longline survey,1993,Male,24,0,0,llsrv
Longline survey,1993,Male,25,11,0.10377,llsrv
Longline survey,1994,Female,2,2,0.01493,llsrv
Longline survey,1994,Female,3,7,0.05224,llsrv
Longline survey,1994,Female,4,8,0.0597,llsrv
Longline survey,1994,Female,5,26,0.19403,llsrv
Longline survey,1994,Female,6,29,0.21642,llsrv
Longline survey,1994,Female,7,11,0.08209,llsrv
Longline survey,1994,Female,8,11,0.08209,llsrv
Longline survey,1994,Female,9,8,0.0597,llsrv
Longline survey,1994,Female,10,6,0.04478,llsrv
Longline survey,1994,Female,11,7,0.05224,llsrv
Longline survey,1994,Female,12,3,0.02239,llsrv
Longline survey,1994,Female,13,0,0,llsrv
Longline survey,1994,Female,14,3,0.02239,llsrv
Longline survey,1994,Female,15,0,0,llsrv
Longline survey,1994,Female,16,4,0.02985,llsrv
Longline survey,1994,Female,17,1,0.00746,llsrv
Longline survey,1994,Female,18,2,0.01493,llsrv
Longline survey,1994,Female,19,2,0.01493,llsrv
Longline survey,1994,Female,20,1,0.00746,llsrv
Longline survey,1994,Female,21,1,0.00746,llsrv
Longline survey,1994,Female,22,1,0.00746,llsrv
Longline survey,1994,Female,23,1,0.00746,llsrv
Longline survey,1994,Female,24,0,0,llsrv
Longline survey,1994,Female,25,0,0,llsrv
Longline survey,1994,Male,2,2,0.01333,llsrv
Longline survey,1994,Male,3,2,0.01333,llsrv
Longline survey,1994,Male,4,6,0.04,llsrv
Longline survey,1994,Male,5,14,0.09333,llsrv
Longline survey,1994,Male,6,19,0.12667,llsrv
Longline survey,1994,Male,7,8,0.05333,llsrv
Longline survey,1994,Male,8,8,0.05333,llsrv
Longline survey,1994,Male,9,10,0.06667,llsrv
Longline survey,1994,Male,10,9,0.06,llsrv
Longline survey,1994,Male,11,6,0.04,llsrv
Longline survey,1994,Male,12,7,0.04667,llsrv
Longline survey,1994,Male,13,4,0.02667,llsrv
Longline survey,1994,Male,14,5,0.03333,llsrv
Longline survey,1994,Male,15,1,0.00667,llsrv
Longline survey,1994,Male,16,6,0.04,llsrv
Longline survey,1994,Male,17,2,0.01333,llsrv
Longline survey,1994,Male,18,6,0.04,llsrv
Longline survey,1994,Male,19,6,0.04,llsrv
Longline survey,1994,Male,20,5,0.03333,llsrv
Longline survey,1994,Male,21,3,0.02,llsrv
Longline survey,1994,Male,22,0,0,llsrv
Longline survey,1994,Male,23,2,0.01333,llsrv
Longline survey,1994,Male,24,3,0.02,llsrv
Longline survey,1994,Male,25,16,0.10667,llsrv
Longline survey,1995,Female,2,0,0,llsrv
Longline survey,1995,Female,3,1,0.01149,llsrv
Longline survey,1995,Female,4,2,0.02299,llsrv
Longline survey,1995,Female,5,8,0.09195,llsrv
Longline survey,1995,Female,6,10,0.11494,llsrv
Longline survey,1995,Female,7,20,0.22989,llsrv
Longline survey,1995,Female,8,20,0.22989,llsrv
Longline survey,1995,Female,9,5,0.05747,llsrv
Longline survey,1995,Female,10,5,0.05747,llsrv
Longline survey,1995,Female,11,4,0.04598,llsrv
Longline survey,1995,Female,12,2,0.02299,llsrv
Longline survey,1995,Female,13,2,0.02299,llsrv
Longline survey,1995,Female,14,1,0.01149,llsrv
Longline survey,1995,Female,15,1,0.01149,llsrv
Longline survey,1995,Female,16,0,0,llsrv
Longline survey,1995,Female,17,2,0.02299,llsrv
Longline survey,1995,Female,18,1,0.01149,llsrv
Longline survey,1995,Female,19,1,0.01149,llsrv
Longline survey,1995,Female,20,1,0.01149,llsrv
Longline survey,1995,Female,21,1,0.01149,llsrv
Longline survey,1995,Female,22,0,0,llsrv
Longline survey,1995,Female,23,0,0,llsrv
Longline survey,1995,Female,24,0,0,llsrv
Longline survey,1995,Female,25,0,0,llsrv
Longline survey,1995,Male,2,1,0.00901,llsrv
Longline survey,1995,Male,3,1,0.00901,llsrv
Longline survey,1995,Male,4,3,0.02703,llsrv
Longline survey,1995,Male,5,6,0.05405,llsrv
Longline survey,1995,Male,6,7,0.06306,llsrv
Longline survey,1995,Male,7,19,0.17117,llsrv
Longline survey,1995,Male,8,12,0.10811,llsrv
Longline survey,1995,Male,9,8,0.07207,llsrv
Longline survey,1995,Male,10,2,0.01802,llsrv
Longline survey,1995,Male,11,4,0.03604,llsrv
Longline survey,1995,Male,12,3,0.02703,llsrv
Longline survey,1995,Male,13,3,0.02703,llsrv
Longline survey,1995,Male,14,4,0.03604,llsrv
Longline survey,1995,Male,15,3,0.02703,llsrv
Longline survey,1995,Male,16,3,0.02703,llsrv
Longline survey,1995,Male,17,3,0.02703,llsrv
Longline survey,1995,Male,18,4,0.03604,llsrv
Longline survey,1995,Male,19,3,0.02703,llsrv
Longline survey,1995,Male,20,2,0.01802,llsrv
Longline survey,1995,Male,21,1,0.00901,llsrv
Longline survey,1995,Male,22,4,0.03604,llsrv
Longline survey,1995,Male,23,2,0.01802,llsrv
Longline survey,1995,Male,24,0,0,llsrv
Longline survey,1995,Male,25,13,0.11712,llsrv
Longline survey,1996,Female,2,4,0.0625,llsrv
Longline survey,1996,Female,3,7,0.10938,llsrv
Longline survey,1996,Female,4,3,0.04688,llsrv
Longline survey,1996,Female,5,4,0.0625,llsrv
Longline survey,1996,Female,6,1,0.01562,llsrv
Longline survey,1996,Female,7,9,0.14062,llsrv
Longline survey,1996,Female,8,11,0.17188,llsrv
Longline survey,1996,Female,9,6,0.09375,llsrv
Longline survey,1996,Female,10,5,0.07812,llsrv
Longline survey,1996,Female,11,2,0.03125,llsrv
Longline survey,1996,Female,12,0,0,llsrv
Longline survey,1996,Female,13,2,0.03125,llsrv
Longline survey,1996,Female,14,2,0.03125,llsrv
Longline survey,1996,Female,15,3,0.04688,llsrv
Longline survey,1996,Female,16,0,0,llsrv
Longline survey,1996,Female,17,1,0.01562,llsrv
Longline survey,1996,Female,18,0,0,llsrv
Longline survey,1996,Female,19,1,0.01562,llsrv
Longline survey,1996,Female,20,2,0.03125,llsrv
Longline survey,1996,Female,21,0,0,llsrv
Longline survey,1996,Female,22,0,0,llsrv
Longline survey,1996,Female,23,0,0,llsrv
Longline survey,1996,Female,24,0,0,llsrv
Longline survey,1996,Female,25,1,0.01562,llsrv
Longline survey,1996,Male,2,4,0.03008,llsrv
Longline survey,1996,Male,3,6,0.04511,llsrv
Longline survey,1996,Male,4,2,0.01504,llsrv
Longline survey,1996,Male,5,6,0.04511,llsrv
Longline survey,1996,Male,6,5,0.03759,llsrv
Longline survey,1996,Male,7,18,0.13534,llsrv
Longline survey,1996,Male,8,8,0.06015,llsrv
Longline survey,1996,Male,9,14,0.10526,llsrv
Longline survey,1996,Male,10,2,0.01504,llsrv
Longline survey,1996,Male,11,4,0.03008,llsrv
Longline survey,1996,Male,12,6,0.04511,llsrv
Longline survey,1996,Male,13,7,0.05263,llsrv
Longline survey,1996,Male,14,5,0.03759,llsrv
Longline survey,1996,Male,15,2,0.01504,llsrv
Longline survey,1996,Male,16,4,0.03008,llsrv
Longline survey,1996,Male,17,1,0.00752,llsrv
Longline survey,1996,Male,18,5,0.03759,llsrv
Longline survey,1996,Male,19,5,0.03759,llsrv
Longline survey,1996,Male,20,3,0.02256,llsrv
Longline survey,1996,Male,21,3,0.02256,llsrv
Longline survey,1996,Male,22,6,0.04511,llsrv
Longline survey,1996,Male,23,3,0.02256,llsrv
Longline survey,1996,Male,24,1,0.00752,llsrv
Longline survey,1996,Male,25,13,0.09774,llsrv
Longline survey,1997,Female,2,3,0.02013,llsrv
Longline survey,1997,Female,3,9,0.0604,llsrv
Longline survey,1997,Female,4,12,0.08054,llsrv
Longline survey,1997,Female,5,19,0.12752,llsrv
Longline survey,1997,Female,6,10,0.06711,llsrv
Longline survey,1997,Female,7,19,0.12752,llsrv
Longline survey,1997,Female,8,24,0.16107,llsrv
Longline survey,1997,Female,9,9,0.0604,llsrv
Longline survey,1997,Female,10,7,0.04698,llsrv
Longline survey,1997,Female,11,12,0.08054,llsrv
Longline survey,1997,Female,12,1,0.00671,llsrv
Longline survey,1997,Female,13,3,0.02013,llsrv
Longline survey,1997,Female,14,2,0.01342,llsrv
Longline survey,1997,Female,15,2,0.01342,llsrv
Longline survey,1997,Female,16,0,0,llsrv
Longline survey,1997,Female,17,2,0.01342,llsrv
Longline survey,1997,Female,18,3,0.02013,llsrv
Longline survey,1997,Female,19,2,0.01342,llsrv
Longline survey,1997,Female,20,4,0.02685,llsrv
Longline survey,1997,Female,21,2,0.01342,llsrv
Longline survey,1997,Female,22,1,0.00671,llsrv
Longline survey,1997,Female,23,0,0,llsrv
Longline survey,1997,Female,24,1,0.00671,llsrv
Longline survey,1997,Female,25,2,0.01342,llsrv
Longline survey,1997,Male,2,2,0.01198,llsrv
Longline survey,1997,Male,3,16,0.09581,llsrv
Longline survey,1997,Male,4,19,0.11377,llsrv
Longline survey,1997,Male,5,11,0.06587,llsrv
Longline survey,1997,Male,6,17,0.1018,llsrv
Longline survey,1997,Male,7,16,0.09581,llsrv
Longline survey,1997,Male,8,11,0.06587,llsrv
Longline survey,1997,Male,9,16,0.09581,llsrv
Longline survey,1997,Male,10,9,0.05389,llsrv
Longline survey,1997,Male,11,7,0.04192,llsrv
Longline survey,1997,Male,12,4,0.02395,llsrv
Longline survey,1997,Male,13,5,0.02994,llsrv
Longline survey,1997,Male,14,1,0.00599,llsrv
Longline survey,1997,Male,15,3,0.01796,llsrv
Longline survey,1997,Male,16,2,0.01198,llsrv
Longline survey,1997,Male,17,2,0.01198,llsrv
Longline survey,1997,Male,18,4,0.02395,llsrv
Longline survey,1997,Male,19,3,0.01796,llsrv
Longline survey,1997,Male,20,2,0.01198,llsrv
Longline survey,1997,Male,21,4,0.02395,llsrv
Longline survey,1997,Male,22,2,0.01198,llsrv
Longline survey,1997,Male,23,1,0.00599,llsrv
Longline survey,1997,Male,24,2,0.01198,llsrv
Longline survey,1997,Male,25,8,0.0479,llsrv
Longline survey,1998,Female,2,0,0,llsrv
Longline survey,1998,Female,3,2,0.01653,llsrv
Longline survey,1998,Female,4,17,0.1405,llsrv
Longline survey,1998,Female,5,26,0.21488,llsrv
Longline survey,1998,Female,6,35,0.28926,llsrv
Longline survey,1998,Female,7,11,0.09091,llsrv
Longline survey,1998,Female,8,11,0.09091,llsrv
Longline survey,1998,Female,9,4,0.03306,llsrv
Longline survey,1998,Female,10,3,0.02479,llsrv
Longline survey,1998,Female,11,1,0.00826,llsrv
Longline survey,1998,Female,12,2,0.01653,llsrv
Longline survey,1998,Female,13,0,0,llsrv
Longline survey,1998,Female,14,1,0.00826,llsrv
Longline survey,1998,Female,15,1,0.00826,llsrv
Longline survey,1998,Female,16,0,0,llsrv
Longline survey,1998,Female,17,1,0.00826,llsrv
Longline survey,1998,Female,18,1,0.00826,llsrv
Longline survey,1998,Female,19,1,0.00826,llsrv
Longline survey,1998,Female,20,1,0.00826,llsrv
