age,Source,Sex,year,n,proportion,label
20,Pot fishery,Female,2007,0,0,potfsh
21,Pot fishery,Female,2007,0,0,potfsh
22,Pot fishery,Female,2007,1,0.00356,potfsh
23,Pot fishery,Female,2007,0,0,potfsh
24,Pot fishery,Female,2007,0,0,potfsh
25,Pot fishery,Female,2007,0,0,potfsh
2,Pot fishery,Male,2007,0,0,potfsh
3,Pot fishery,Male,2007,6,0.03468,potfsh
4,Pot fishery,Male,2007,13,0.07514,potfsh
5,Pot fishery,Male,2007,33,0.19075,potfsh
6,Pot fishery,Male,2007,16,0.09249,potfsh
7,Pot fishery,Male,2007,31,0.17919,potfsh
8,Pot fishery,Male,2007,14,0.08092,potfsh
9,Pot fishery,Male,2007,26,0.15029,potfsh
10,Pot fishery,Male,2007,15,0.08671,potfsh
11,Pot fishery,Male,2007,6,0.03468,potfsh
12,Pot fishery,Male,2007,4,0.02312,potfsh
13,Pot fishery,Male,2007,3,0.01734,potfsh
14,Pot fishery,Male,2007,1,0.00578,potfsh
15,Pot fishery,Male,2007,2,0.01156,potfsh
16,Pot fishery,Male,2007,0,0,potfsh
17,Pot fishery,Male,2007,2,0.01156,potfsh
18,Pot fishery,Male,2007,1,0.00578,potfsh
19,Pot fishery,Male,2007,0,0,potfsh
20,Pot fishery,Male,2007,0,0,potfsh
21,Pot fishery,Male,2007,0,0,potfsh
22,Pot fishery,Male,2007,0,0,potfsh
23,Pot fishery,Male,2007,0,0,potfsh
24,Pot fishery,Male,2007,0,0,potfsh
25,Pot fishery,Male,2007,0,0,potfsh
2,Pot fishery,Female,2008,0,0,potfsh
3,Pot fishery,Female,2008,0,0,potfsh
4,Pot fishery,Female,2008,5,0.02174,potfsh
5,Pot fishery,Female,2008,17,0.07391,potfsh
6,Pot fishery,Female,2008,23,0.1,potfsh
7,Pot fishery,Female,2008,46,0.2,potfsh
8,Pot fishery,Female,2008,40,0.17391,potfsh
9,Pot fishery,Female,2008,24,0.10435,potfsh
10,Pot fishery,Female,2008,26,0.11304,potfsh
11,Pot fishery,Female,2008,17,0.07391,potfsh
12,Pot fishery,Female,2008,12,0.05217,potfsh
13,Pot fishery,Female,2008,8,0.03478,potfsh
14,Pot fishery,Female,2008,7,0.03043,potfsh
15,Pot fishery,Female,2008,2,0.0087,potfsh
16,Pot fishery,Female,2008,1,0.00435,potfsh
17,Pot fishery,Female,2008,0,0,potfsh
18,Pot fishery,Female,2008,1,0.00435,potfsh
19,Pot fishery,Female,2008,0,0,potfsh
20,Pot fishery,Female,2008,1,0.00435,potfsh
21,Pot fishery,Female,2008,0,0,potfsh
22,Pot fishery,Female,2008,0,0,potfsh
23,Pot fishery,Female,2008,0,0,potfsh
24,Pot fishery,Female,2008,0,0,potfsh
25,Pot fishery,Female,2008,0,0,potfsh
2,Pot fishery,Male,2008,0,0,potfsh
3,Pot fishery,Male,2008,0,0,potfsh
4,Pot fishery,Male,2008,2,0.0137,potfsh
5,Pot fishery,Male,2008,9,0.06164,potfsh
6,Pot fishery,Male,2008,25,0.17123,potfsh
7,Pot fishery,Male,2008,18,0.12329,potfsh
8,Pot fishery,Male,2008,27,0.18493,potfsh
9,Pot fishery,Male,2008,13,0.08904,potfsh
10,Pot fishery,Male,2008,14,0.09589,potfsh
11,Pot fishery,Male,2008,9,0.06164,potfsh
12,Pot fishery,Male,2008,9,0.06164,potfsh
13,Pot fishery,Male,2008,7,0.04795,potfsh
14,Pot fishery,Male,2008,6,0.0411,potfsh
15,Pot fishery,Male,2008,2,0.0137,potfsh
16,Pot fishery,Male,2008,2,0.0137,potfsh
17,Pot fishery,Male,2008,1,0.00685,potfsh
18,Pot fishery,Male,2008,0,0,potfsh
19,Pot fishery,Male,2008,1,0.00685,potfsh
20,Pot fishery,Male,2008,1,0.00685,potfsh
21,Pot fishery,Male,2008,0,0,potfsh
22,Pot fishery,Male,2008,0,0,potfsh
23,Pot fishery,Male,2008,0,0,potfsh
24,Pot fishery,Male,2008,0,0,potfsh
25,Pot fishery,Male,2008,0,0,potfsh
2,Pot fishery,Female,2009,0,0,potfsh
3,Pot fishery,Female,2009,15,0.04144,potfsh
4,Pot fishery,Female,2009,35,0.09669,potfsh
5,Pot fishery,Female,2009,60,0.16575,potfsh
6,Pot fishery,Female,2009,69,0.19061,potfsh
7,Pot fishery,Female,2009,51,0.14088,potfsh
8,Pot fishery,Female,2009,38,0.10497,potfsh
9,Pot fishery,Female,2009,33,0.09116,potfsh
10,Pot fishery,Female,2009,22,0.06077,potfsh
11,Pot fishery,Female,2009,16,0.0442,potfsh
12,Pot fishery,Female,2009,7,0.01934,potfsh
13,Pot fishery,Female,2009,4,0.01105,potfsh
14,Pot fishery,Female,2009,5,0.01381,potfsh
15,Pot fishery,Female,2009,3,0.00829,potfsh
16,Pot fishery,Female,2009,1,0.00276,potfsh
17,Pot fishery,Female,2009,1,0.00276,potfsh
18,Pot fishery,Female,2009,1,0.00276,potfsh
19,Pot fishery,Female,2009,0,0,potfsh
20,Pot fishery,Female,2009,1,0.00276,potfsh
21,Pot fishery,Female,2009,0,0,potfsh
22,Pot fishery,Female,2009,0,0,potfsh
23,Pot fishery,Female,2009,0,0,potfsh
24,Pot fishery,Female,2009,0,0,potfsh
25,Pot fishery,Female,2009,0,0,potfsh
2,Pot fishery,Male,2009,0,0,potfsh
3,Pot fishery,Male,2009,13,0.06373,potfsh
4,Pot fishery,Male,2009,30,0.14706,potfsh
5,Pot fishery,Male,2009,25,0.12255,potfsh
6,Pot fishery,Male,2009,43,0.21078,potfsh
7,Pot fishery,Male,2009,23,0.11275,potfsh
8,Pot fishery,Male,2009,22,0.10784,potfsh
9,Pot fishery,Male,2009,15,0.07353,potfsh
10,Pot fishery,Male,2009,10,0.04902,potfsh
11,Pot fishery,Male,2009,12,0.05882,potfsh
12,Pot fishery,Male,2009,5,0.02451,potfsh
13,Pot fishery,Male,2009,2,0.0098,potfsh
14,Pot fishery,Male,2009,1,0.0049,potfsh
15,Pot fishery,Male,2009,0,0,potfsh
16,Pot fishery,Male,2009,0,0,potfsh
17,Pot fishery,Male,2009,1,0.0049,potfsh
18,Pot fishery,Male,2009,0,0,potfsh
19,Pot fishery,Male,2009,0,0,potfsh
20,Pot fishery,Male,2009,0,0,potfsh
21,Pot fishery,Male,2009,0,0,potfsh
22,Pot fishery,Male,2009,0,0,potfsh
23,Pot fishery,Male,2009,0,0,potfsh
24,Pot fishery,Male,2009,0,0,potfsh
25,Pot fishery,Male,2009,2,0.0098,potfsh
2,Pot fishery,Female,2010,4,0.01078,potfsh
3,Pot fishery,Female,2010,34,0.09164,potfsh
4,Pot fishery,Female,2010,32,0.08625,potfsh
5,Pot fishery,Female,2010,66,0.1779,potfsh
6,Pot fishery,Female,2010,66,0.1779,potfsh
7,Pot fishery,Female,2010,59,0.15903,potfsh
8,Pot fishery,Female,2010,23,0.06199,potfsh
9,Pot fishery,Female,2010,29,0.07817,potfsh
10,Pot fishery,Female,2010,17,0.04582,potfsh
11,Pot fishery,Female,2010,14,0.03774,potfsh
12,Pot fishery,Female,2010,11,0.02965,potfsh
13,Pot fishery,Female,2010,7,0.01887,potfsh
14,Pot fishery,Female,2010,1,0.0027,potfsh
15,Pot fishery,Female,2010,4,0.01078,potfsh
16,Pot fishery,Female,2010,3,0.00809,potfsh
17,Pot fishery,Female,2010,0,0,potfsh
18,Pot fishery,Female,2010,0,0,potfsh
19,Pot fishery,Female,2010,0,0,potfsh
20,Pot fishery,Female,2010,0,0,potfsh
21,Pot fishery,Female,2010,0,0,potfsh
22,Pot fishery,Female,2010,0,0,potfsh
23,Pot fishery,Female,2010,0,0,potfsh
24,Pot fishery,Female,2010,0,0,potfsh
25,Pot fishery,Female,2010,1,0.0027,potfsh
2,Pot fishery,Male,2010,6,0.03243,potfsh
3,Pot fishery,Male,2010,13,0.07027,potfsh
4,Pot fishery,Male,2010,26,0.14054,potfsh
5,Pot fishery,Male,2010,30,0.16216,potfsh
6,Pot fishery,Male,2010,29,0.15676,potfsh
7,Pot fishery,Male,2010,22,0.11892,potfsh
8,Pot fishery,Male,2010,13,0.07027,potfsh
9,Pot fishery,Male,2010,12,0.06486,potfsh
10,Pot fishery,Male,2010,11,0.05946,potfsh
11,Pot fishery,Male,2010,6,0.03243,potfsh
12,Pot fishery,Male,2010,8,0.04324,potfsh
13,Pot fishery,Male,2010,1,0.00541,potfsh
14,Pot fishery,Male,2010,3,0.01622,potfsh
15,Pot fishery,Male,2010,2,0.01081,potfsh
16,Pot fishery,Male,2010,0,0,potfsh
17,Pot fishery,Male,2010,0,0,potfsh
18,Pot fishery,Male,2010,0,0,potfsh
19,Pot fishery,Male,2010,0,0,potfsh
20,Pot fishery,Male,2010,1,0.00541,potfsh
21,Pot fishery,Male,2010,1,0.00541,potfsh
22,Pot fishery,Male,2010,0,0,potfsh
23,Pot fishery,Male,2010,0,0,potfsh
24,Pot fishery,Male,2010,0,0,potfsh
25,Pot fishery,Male,2010,1,0.00541,potfsh
2,Pot fishery,Female,2017,6,0.0176,potfsh
3,Pot fishery,Female,2017,37,0.1085,potfsh
4,Pot fishery,Female,2017,107,0.31378,potfsh
5,Pot fishery,Female,2017,99,0.29032,potfsh
6,Pot fishery,Female,2017,50,0.14663,potfsh
7,Pot fishery,Female,2017,20,0.05865,potfsh
8,Pot fishery,Female,2017,13,0.03812,potfsh
9,Pot fishery,Female,2017,4,0.01173,potfsh
10,Pot fishery,Female,2017,0,0,potfsh
11,Pot fishery,Female,2017,1,0.00293,potfsh
12,Pot fishery,Female,2017,1,0.00293,potfsh
13,Pot fishery,Female,2017,0,0,potfsh
14,Pot fishery,Female,2017,1,0.00293,potfsh
15,Pot fishery,Female,2017,0,0,potfsh
16,Pot fishery,Female,2017,1,0.00293,potfsh
17,Pot fishery,Female,2017,0,0,potfsh
18,Pot fishery,Female,2017,0,0,potfsh
19,Pot fishery,Female,2017,0,0,potfsh
20,Pot fishery,Female,2017,0,0,potfsh
21,Pot fishery,Female,2017,0,0,potfsh
22,Pot fishery,Female,2017,1,0.00293,potfsh
23,Pot fishery,Female,2017,0,0,potfsh
24,Pot fishery,Female,2017,0,0,potfsh
25,Pot fishery,Female,2017,0,0,potfsh
2,Pot fishery,Male,2017,1,0.0082,potfsh
3,Pot fishery,Male,2017,10,0.08197,potfsh
4,Pot fishery,Male,2017,32,0.2623,potfsh
5,Pot fishery,Male,2017,48,0.39344,potfsh
6,Pot fishery,Male,2017,18,0.14754,potfsh
7,Pot fishery,Male,2017,6,0.04918,potfsh
8,Pot fishery,Male,2017,6,0.04918,potfsh
9,Pot fishery,Male,2017,0,0,potfsh
10,Pot fishery,Male,2017,0,0,potfsh
11,Pot fishery,Male,2017,0,0,potfsh
12,Pot fishery,Male,2017,0,0,potfsh
13,Pot fishery,Male,2017,1,0.0082,potfsh
14,Pot fishery,Male,2017,0,0,potfsh
15,Pot fishery,Male,2017,0,0,potfsh
16,Pot fishery,Male,2017,0,0,potfsh
17,Pot fishery,Male,2017,0,0,potfsh
18,Pot fishery,Male,2017,0,0,potfsh
19,Pot fishery,Male,2017,0,0,potfsh
20,Pot fishery,Male,2017,0,0,potfsh
21,Pot fishery,Male,2017,0,0,potfsh
22,Pot fishery,Male,2017,0,0,potfsh
23,Pot fishery,Male,2017,0,0,potfsh
24,Pot fishery,Male,2017,0,0,potfsh
25,Pot fishery,Male,2017,0,0,potfsh
2,Pot fishery,Female,2018,0,0,potfsh
3,Pot fishery,Female,2018,14,0.03933,potfsh
4,Pot fishery,Female,2018,77,0.21629,potfsh
5,Pot fishery,Female,2018,106,0.29775,potfsh
6,Pot fishery,Female,2018,73,0.20506,potfsh
7,Pot fishery,Female,2018,46,0.12921,potfsh
8,Pot fishery,Female,2018,20,0.05618,potfsh
9,Pot fishery,Female,2018,13,0.03652,potfsh
10,Pot fishery,Female,2018,4,0.01124,potfsh
11,Pot fishery,Female,2018,1,0.00281,potfsh
12,Pot fishery,Female,2018,1,0.00281,potfsh
13,Pot fishery,Female,2018,1,0.00281,potfsh
14,Pot fishery,Female,2018,0,0,potfsh
15,Pot fishery,Female,2018,0,0,potfsh
16,Pot fishery,Female,2018,0,0,potfsh
17,Pot fishery,Female,2018,0,0,potfsh
18,Pot fishery,Female,2018,0,0,potfsh
19,Pot fishery,Female,2018,0,0,potfsh
20,Pot fishery,Female,2018,0,0,potfsh
21,Pot fishery,Female,2018,0,0,potfsh
22,Pot fishery,Female,2018,0,0,potfsh
23,Pot fishery,Female,2018,0,0,potfsh
24,Pot fishery,Female,2018,0,0,potfsh
25,Pot fishery,Female,2018,0,0,potfsh
2,Pot fishery,Male,2018,1,0.00885,potfsh
3,Pot fishery,Male,2018,4,0.0354,potfsh
4,Pot fishery,Male,2018,18,0.15929,potfsh
5,Pot fishery,Male,2018,35,0.30973,potfsh
6,Pot fishery,Male,2018,26,0.23009,potfsh
7,Pot fishery,Male,2018,13,0.11504,potfsh
8,Pot fishery,Male,2018,6,0.0531,potfsh
9,Pot fishery,Male,2018,4,0.0354,potfsh
10,Pot fishery,Male,2018,5,0.04425,potfsh
11,Pot fishery,Male,2018,0,0,potfsh
12,Pot fishery,Male,2018,1,0.00885,potfsh
13,Pot fishery,Male,2018,0,0,potfsh
14,Pot fishery,Male,2018,0,0,potfsh
15,Pot fishery,Male,2018,0,0,potfsh
16,Pot fishery,Male,2018,0,0,potfsh
17,Pot fishery,Male,2018,0,0,potfsh
18,Pot fishery,Male,2018,0,0,potfsh
19,Pot fishery,Male,2018,0,0,potfsh
20,Pot fishery,Male,2018,0,0,potfsh
21,Pot fishery,Male,2018,0,0,potfsh
22,Pot fishery,Male,2018,0,0,potfsh
23,Pot fishery,Male,2018,0,0,potfsh
24,Pot fishery,Male,2018,0,0,potfsh
25,Pot fishery,Male,2018,0,0,potfsh
2,Pot fishery,Female,2019,0,0,potfsh
3,Pot fishery,Female,2019,11,0.026,potfsh
4,Pot fishery,Female,2019,70,0.16548,potfsh
5,Pot fishery,Female,2019,139,0.32861,potfsh
6,Pot fishery,Female,2019,101,0.23877,potfsh
7,Pot fishery,Female,2019,48,0.11348,potfsh
8,Pot fishery,Female,2019,29,0.06856,potfsh
9,Pot fishery,Female,2019,11,0.026,potfsh
10,Pot fishery,Female,2019,4,0.00946,potfsh
11,Pot fishery,Female,2019,2,0.00473,potfsh
12,Pot fishery,Female,2019,0,0,potfsh
13,Pot fishery,Female,2019,4,0.00946,potfsh
14,Pot fishery,Female,2019,0,0,potfsh
15,Pot fishery,Female,2019,0,0,potfsh
16,Pot fishery,Female,2019,1,0.00236,potfsh
17,Pot fishery,Female,2019,3,0.00709,potfsh
18,Pot fishery,Female,2019,0,0,potfsh
19,Pot fishery,Female,2019,0,0,potfsh
20,Pot fishery,Female,2019,0,0,potfsh
21,Pot fishery,Female,2019,0,0,potfsh
22,Pot fishery,Female,2019,0,0,potfsh
23,Pot fishery,Female,2019,0,0,potfsh
24,Pot fishery,Female,2019,0,0,potfsh
25,Pot fishery,Female,2019,0,0,potfsh
2,Pot fishery,Male,2019,0,0,potfsh
3,Pot fishery,Male,2019,0,0,potfsh
4,Pot fishery,Male,2019,25,0.2193,potfsh
5,Pot fishery,Male,2019,25,0.2193,potfsh
6,Pot fishery,Male,2019,24,0.21053,potfsh
7,Pot fishery,Male,2019,13,0.11404,potfsh
8,Pot fishery,Male,2019,9,0.07895,potfsh
9,Pot fishery,Male,2019,6,0.05263,potfsh
10,Pot fishery,Male,2019,4,0.03509,potfsh
11,Pot fishery,Male,2019,5,0.04386,potfsh
12,Pot fishery,Male,2019,0,0,potfsh
13,Pot fishery,Male,2019,2,0.01754,potfsh
14,Pot fishery,Male,2019,0,0,potfsh
15,Pot fishery,Male,2019,1,0.00877,potfsh
16,Pot fishery,Male,2019,0,0,potfsh
17,Pot fishery,Male,2019,0,0,potfsh
18,Pot fishery,Male,2019,0,0,potfsh
19,Pot fishery,Male,2019,0,0,potfsh
20,Pot fishery,Male,2019,0,0,potfsh
21,Pot fishery,Male,2019,0,0,potfsh
22,Pot fishery,Male,2019,0,0,potfsh
23,Pot fishery,Male,2019,0,0,potfsh
24,Pot fishery,Male,2019,0,0,potfsh
25,Pot fishery,Male,2019,0,0,potfsh
2,Pot fishery,Female,2020,0,0,potfsh
3,Pot fishery,Female,2020,2,0.00513,potfsh
4,Pot fishery,Female,2020,35,0.08974,potfsh
5,Pot fishery,Female,2020,154,0.39487,potfsh
6,Pot fishery,Female,2020,123,0.31538,potfsh
7,Pot fishery,Female,2020,54,0.13846,potfsh
8,Pot fishery,Female,2020,16,0.04103,potfsh
9,Pot fishery,Female,2020,3,0.00769,potfsh
10,Pot fishery,Female,2020,2,0.00513,potfsh
11,Pot fishery,Female,2020,0,0,potfsh
12,Pot fishery,Female,2020,1,0.00256,potfsh
13,Pot fishery,Female,2020,0,0,potfsh
14,Pot fishery,Female,2020,0,0,potfsh
15,Pot fishery,Female,2020,0,0,potfsh
16,Pot fishery,Female,2020,0,0,potfsh
17,Pot fishery,Female,2020,0,0,potfsh
18,Pot fishery,Female,2020,0,0,potfsh
19,Pot fishery,Female,2020,0,0,potfsh
20,Pot fishery,Female,2020,0,0,potfsh
21,Pot fishery,Female,2020,0,0,potfsh
22,Pot fishery,Female,2020,0,0,potfsh
23,Pot fishery,Female,2020,0,0,potfsh
24,Pot fishery,Female,2020,0,0,potfsh
25,Pot fishery,Female,2020,0,0,potfsh
2,Pot fishery,Male,2020,0,0,potfsh
3,Pot fishery,Male,2020,1,0.00671,potfsh
4,Pot fishery,Male,2020,12,0.08054,potfsh
5,Pot fishery,Male,2020,58,0.38926,potfsh
6,Pot fishery,Male,2020,47,0.31544,potfsh
7,Pot fishery,Male,2020,21,0.14094,potfsh
8,Pot fishery,Male,2020,4,0.02685,potfsh
9,Pot fishery,Male,2020,3,0.02013,potfsh
10,Pot fishery,Male,2020,1,0.00671,potfsh
11,Pot fishery,Male,2020,1,0.00671,potfsh
12,Pot fishery,Male,2020,0,0,potfsh
13,Pot fishery,Male,2020,0,0,potfsh
14,Pot fishery,Male,2020,1,0.00671,potfsh
15,Pot fishery,Male,2020,0,0,potfsh
16,Pot fishery,Male,2020,0,0,potfsh
17,Pot fishery,Male,2020,0,0,potfsh
18,Pot fishery,Male,2020,0,0,potfsh
19,Pot fishery,Male,2020,0,0,potfsh
20,Pot fishery,Male,2020,0,0,potfsh
21,Pot fishery,Male,2020,0,0,potfsh
22,Pot fishery,Male,2020,0,0,potfsh
23,Pot fishery,Male,2020,0,0,potfsh
24,Pot fishery,Male,2020,0,0,potfsh
25,Pot fishery,Male,2020,0,0,potfsh
2,Pot fishery,Female,2021,0,0,potfsh
3,Pot fishery,Female,2021,1,0.00108,potfsh
4,Pot fishery,Female,2021,32,0.03463,potfsh
5,Pot fishery,Female,2021,183,0.19805,potfsh
6,Pot fishery,Female,2021,364,0.39394,potfsh
7,Pot fishery,Female,2021,213,0.23052,potfsh
8,Pot fishery,Female,2021,73,0.079,potfsh
9,Pot fishery,Female,2021,38,0.04113,potfsh
10,Pot fishery,Female,2021,14,0.01515,potfsh
11,Pot fishery,Female,2021,2,0.00216,potfsh
12,Pot fishery,Female,2021,2,0.00216,potfsh
13,Pot fishery,Female,2021,1,0.00108,potfsh
14,Pot fishery,Female,2021,0,0,potfsh
15,Pot fishery,Female,2021,1,0.00108,potfsh
16,Pot fishery,Female,2021,0,0,potfsh
17,Pot fishery,Female,2021,0,0,potfsh
18,Pot fishery,Female,2021,0,0,potfsh
19,Pot fishery,Female,2021,0,0,potfsh
20,Pot fishery,Female,2021,0,0,potfsh
21,Pot fishery,Female,2021,0,0,potfsh
22,Pot fishery,Female,2021,0,0,potfsh
23,Pot fishery,Female,2021,0,0,potfsh
24,Pot fishery,Female,2021,0,0,potfsh
25,Pot fishery,Female,2021,0,0,potfsh
2,Pot fishery,Male,2021,4,0.00899,potfsh
3,Pot fishery,Male,2021,1,0.00225,potfsh
4,Pot fishery,Male,2021,17,0.0382,potfsh
5,Pot fishery,Male,2021,107,0.24045,potfsh
6,Pot fishery,Male,2021,156,0.35056,potfsh
7,Pot fishery,Male,2021,96,0.21573,potfsh
8,Pot fishery,Male,2021,33,0.07416,potfsh
9,Pot fishery,Male,2021,18,0.04045,potfsh
10,Pot fishery,Male,2021,7,0.01573,potfsh
11,Pot fishery,Male,2021,2,0.00449,potfsh
12,Pot fishery,Male,2021,1,0.00225,potfsh
13,Pot fishery,Male,2021,1,0.00225,potfsh
14,Pot fishery,Male,2021,0,0,potfsh
15,Pot fishery,Male,2021,0,0,potfsh
16,Pot fishery,Male,2021,0,0,potfsh
17,Pot fishery,Male,2021,0,0,potfsh
18,Pot fishery,Male,2021,0,0,potfsh
19,Pot fishery,Male,2021,0,0,potfsh
20,Pot fishery,Male,2021,0,0,potfsh
21,Pot fishery,Male,2021,0,0,potfsh
22,Pot fishery,Male,2021,0,0,potfsh
23,Pot fishery,Male,2021,0,0,potfsh
24,Pot fishery,Male,2021,0,0,potfsh
25,Pot fishery,Male,2021,2,0.00449,potfsh
