year,sd,cpue,n,se,ll,ul
2020,30.06830922737513,44.55662823545574,19,6.8981432276452495,30.76034178016524,58.35291469074624
2021,25.45744762242034,44.919739114293115,38,4.12974333167098,36.660252450951155,53.179225777635075
2022,12.956117462917629,28.149462972175908,54,1.7631042684283746,24.623254435319158,31.675671509032657
2023,18.58907111279056,30.890774665892195,15,4.799677522753547,21.2914196203851,40.49012971139929
