Year,Project,Project Code,Trip Number,ADFG Number,Vessel Name,CFEC Permit Number,Date Left Port,Sell Date,Groundline Diameter Inches,Pot Spacing Feet,All Tickets,First Ticket,Gear,Trip Target Species Code,Trip Target Species,Groundfish Stat Area,Groundfish Management Area Code,Time Set,Time Hauled,Average Depth Fathoms,Pot Type,Pot Dimensions,Number of Pots,Species,Species Code,Disposition,Disposition Code,Numbers,Pounds
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-10 11:00:00,1997-09-12 09:00:00,220,Round,33x60x30,23,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-10 13:00:00,1997-09-12 07:00:00,235,Round,33x60x30,23,Sablefish,710,Retained,01,,600
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-12 09:00:00,1997-09-13 08:30:00,250,Round,33x60x30,23,Sablefish,710,Retained,01,,400
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-12 11:00:00,1997-09-13 11:30:00,240,Round,33x60x30,23,Sablefish,710,Retained,01,,400
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-12 13:50:00,1997-09-13 13:00:00,238,Round,33x60x30,23,Sablefish,710,Retained,01,,450
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-12 15:00:00,1997-09-13 14:50:00,228,Round,33x60x30,23,Sablefish,710,Retained,01,,350
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-12 18:50:00,1997-09-13 16:50:00,230,Round,33x60x30,23,Sablefish,710,Retained,01,,350
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-13 10:00:00,1997-09-14 17:30:00,230,Round,33x60x30,23,Sablefish,710,Retained,01,,600
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-13 12:30:00,1997-09-14 07:30:00,240,Round,33x60x30,23,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-13 14:30:00,1997-09-14 10:30:00,245,Round,33x60x30,23,Sablefish,710,Retained,01,,600
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-13 16:00:00,1997-09-14 13:00:00,235,Round,33x60x30,23,Sablefish,710,Retained,01,,600
1997,Commercial Pot Trip,617,1003,35564,NAVIGATOR,C91C50868S,,1997-09-15 00:00:00,0.75,150,91496,91496,Pot,710,Sablefish,315432,SSEI,1997-09-13 18:00:00,1997-09-14 15:00:00,230,Round,33x60x30,23,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315431,SSEI,1997-09-14 16:00:00,1997-09-15 16:00:00,230,Round,33x60x30,23,Sablefish,710,Retained,01,,600
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-14 07:00:00,1997-09-15 07:30:00,235,Round,33x60x30,23,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-14 10:00:00,1997-09-15 09:30:00,245,Round,33x60x30,23,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-14 12:30:00,1997-09-15 13:00:00,230,Round,33x60x30,23,Sablefish,710,Retained,01,,450
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-14 14:30:00,1997-09-15 15:30:00,235,Round,33x60x30,23,Sablefish,710,Retained,01,,400
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-16 08:30:00,1997-09-17 07:00:00,235,Round,33x60x30,23,Sablefish,710,Retained,01,,300
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-16 10:00:00,1997-09-17 09:00:00,245,Round,33x60x30,23,Sablefish,710,Retained,01,,200
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-16 13:30:00,1997-09-17 11:30:00,240,Round,33x60x30,23,Sablefish,710,Retained,01,,350
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-16 15:00:00,1997-09-17 14:00:00,230,Round,33x60x30,22,Sablefish,710,Retained,01,,400
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-17 12:30:00,1997-09-18 08:30:00,245,Round,33x60x30,23,Sablefish,710,Retained,01,,400
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-17 15:00:00,1997-09-18 11:00:00,250,Round,33x60x30,23,Sablefish,710,Retained,01,,400
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315432,SSEI,1997-09-17 16:00:00,1997-09-18 13:30:00,234,Round,33x60x30,22,Sablefish,710,Retained,01,,300
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315502,SSEI,1997-09-16 16:00:00,1997-09-17 16:00:00,235,Round,33x60x30,22,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315502,SSEI,1997-09-17 09:30:00,1997-09-18 06:00:00,235,Round,33x60x30,23,Sablefish,710,Retained,01,,300
1997,Commercial Pot Trip,617,1004,35564,NAVIGATOR,C91C50868S,,1997-09-19 00:00:00,0.75,150,91497,91497,Pot,710,Sablefish,315502,SSEI,1997-09-17 17:30:00,1997-09-18 15:30:00,240,Round,33x60x30,22,Sablefish,710,Retained,01,,300
1997,Commercial Pot Trip,617,1005,36488,ALASKAN ROSE,C91C65802B,,1997-09-05 00:00:00,0.75,240,91499,91499,Pot,710,Sablefish,315432,SSEI,1997-09-01 21:30:00,1997-09-04 16:00:00,240,Round,48x56x21,24,Sablefish,710,Retained,01,,1200
1997,Commercial Pot Trip,617,1005,36488,ALASKAN ROSE,C91C65802B,,1997-09-05 00:00:00,0.75,240,91499,91499,Pot,710,Sablefish,315502,SSEI,1997-09-01 10:00:00,1997-09-04 07:00:00,260,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1000
1997,Commercial Pot Trip,617,1005,36488,ALASKAN ROSE,C91C65802B,,1997-09-05 00:00:00,0.75,240,91499,91499,Pot,710,Sablefish,315502,SSEI,1997-09-01 11:30:00,1997-09-04 11:00:00,255,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1200
1997,Commercial Pot Trip,617,1005,36488,ALASKAN ROSE,C91C65802B,,1997-09-05 00:00:00,0.75,240,91499,91499,Pot,710,Sablefish,315502,SSEI,1997-09-01 20:30:00,1997-09-04 13:00:00,245,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1400
1997,Commercial Pot Trip,617,1006,36488,ALASKAN ROSE,C91C65802B,,1997-09-08 00:00:00,0.75,240,91498,91498,Pot,710,Sablefish,315432,SSEI,1997-09-04 10:00:00,1997-09-07 13:30:00,210,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,3000
1997,Commercial Pot Trip,617,1006,36488,ALASKAN ROSE,C91C65802B,,1997-09-08 00:00:00,0.75,240,91498,91498,Pot,710,Sablefish,315432,SSEI,1997-09-04 11:30:00,1997-09-07 15:40:00,220,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,2000
1997,Commercial Pot Trip,617,1006,36488,ALASKAN ROSE,C91C65802B,,1997-09-08 00:00:00,0.75,240,91498,91498,Pot,710,Sablefish,315432,SSEI,1997-09-04 13:10:00,1997-09-07 17:30:00,220,Round,48x56x21,24,Sablefish,710,Retained,01,,3000
1997,Commercial Pot Trip,617,1006,36488,ALASKAN ROSE,C91C65802B,,1997-09-08 00:00:00,0.75,240,91498,91498,Pot,710,Sablefish,315502,SSEI,1997-09-04 17:52:00,1997-09-08 08:30:00,260,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,2000
1997,Commercial Pot Trip,617,1007,36488,ALASKAN ROSE,C91C50488F,,1997-09-10 00:00:00,0.75,240,91500,91500,Pot,710,Sablefish,315432,SSEI,1997-09-07 14:00:00,1997-09-10 07:00:00,220,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,2000
1997,Commercial Pot Trip,617,1007,36488,ALASKAN ROSE,C91C50488F,,1997-09-10 00:00:00,0.75,240,91500,91500,Pot,710,Sablefish,315432,SSEI,1997-09-07 15:00:00,1997-09-09 16:30:00,230,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,800
1997,Commercial Pot Trip,617,1007,36488,ALASKAN ROSE,C91C50488F,,1997-09-10 00:00:00,0.75,240,91500,91500,Pot,710,Sablefish,315432,SSEI,1997-09-07 17:00:00,1997-09-10 09:30:00,220,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1000
1997,Commercial Pot Trip,617,1007,36488,ALASKAN ROSE,C91C50488F,,1997-09-10 00:00:00,0.75,240,91500,91500,Pot,710,Sablefish,315432,SSEI,1997-09-08 09:00:00,1997-09-09 19:00:00,240,Round,48x56x21,24,Sablefish,710,Retained,01,,1200
1997,Commercial Pot Trip,617,1008,36488,ALASKAN ROSE,C91C50843L,,1997-09-16 00:00:00,0.75,300,91504,91504,Pot,710,Sablefish,315432,SSEI,1997-09-13 08:45:00,1997-09-15 07:00:00,221,Rectangle,32x32x84,19,Sablefish,710,Retained,01,,1791
1997,Commercial Pot Trip,617,1008,36488,ALASKAN ROSE,C91C50843L,,1997-09-16 00:00:00,0.75,300,91504,91504,Pot,710,Sablefish,315432,SSEI,1997-09-13 09:23:00,1997-09-15 10:00:00,240,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1791
1997,Commercial Pot Trip,617,1008,36488,ALASKAN ROSE,C91C50843L,,1997-09-16 00:00:00,0.75,300,91504,91504,Pot,710,Sablefish,315432,SSEI,1997-09-13 11:30:00,1997-09-15 13:00:00,224,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1791
1997,Commercial Pot Trip,617,1008,36488,ALASKAN ROSE,C91C50843L,,1997-09-16 00:00:00,0.75,300,91504,91504,Pot,710,Sablefish,315432,SSEI,1997-09-13 13:30:00,1997-09-15 16:00:00,228,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1791
1997,Commercial Pot Trip,617,1009,36488,ALASKAN ROSE,C91C50843L,1997-09-18 00:00:00,1997-09-19 00:00:00,0.75,300,91503,91503,Pot,710,Sablefish,315432,SSEI,1997-09-18 00:00:00,1997-09-18 00:00:00,226,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1200
1997,Commercial Pot Trip,617,1009,36488,ALASKAN ROSE,C91C50843L,1997-09-18 00:00:00,1997-09-19 00:00:00,0.75,300,91503,91503,Pot,710,Sablefish,315432,SSEI,1997-09-18 00:00:00,1997-09-19 00:00:00,219.5,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,2200
1997,Commercial Pot Trip,617,1009,36488,ALASKAN ROSE,C91C50843L,1997-09-18 00:00:00,1997-09-19 00:00:00,0.75,300,91503,91503,Pot,710,Sablefish,315502,SSEI,1997-09-18 00:00:00,1997-09-19 00:00:00,268,Round,48x56x21,27,Sablefish,710,Retained,01,,1400
1997,Commercial Pot Trip,617,1010,36488,ALASKAN ROSE,C91C50843L,,1997-09-25 00:00:00,0.75,300,91502,91502,Pot,710,Sablefish,315432,SSEI,1997-09-19 00:00:00,1997-09-24 00:00:00,252,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1100
1997,Commercial Pot Trip,617,1010,36488,ALASKAN ROSE,C91C50843L,,1997-09-25 00:00:00,0.75,300,91502,91502,Pot,710,Sablefish,315502,SSEI,1997-09-19 00:00:00,1997-09-24 00:00:00,227.5,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,2200
1997,Commercial Pot Trip,617,1010,36488,ALASKAN ROSE,C91C50843L,,1997-09-25 00:00:00,0.75,300,91502,91502,Pot,710,Sablefish,315502,SSEI,1997-09-19 00:00:00,1997-09-24 00:00:00,244,Round,48x56x21,28,Sablefish,710,Retained,01,,1100
1997,Commercial Pot Trip,617,1011,36488,ALASKAN ROSE,C91C50843L,,1997-09-30 00:00:00,0.75,240,91651,91651,Pot,710,Sablefish,315432,SSEI,1997-09-24 00:00:00,1997-09-27 00:00:00,235,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,800
1997,Commercial Pot Trip,617,1011,36488,ALASKAN ROSE,C91C50843L,,1997-09-30 00:00:00,0.75,240,91651,91651,Pot,710,Sablefish,315502,SSEI,1997-09-24 00:00:00,1997-09-27 00:00:00,230,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,600
1997,Commercial Pot Trip,617,1011,36488,ALASKAN ROSE,C91C50843L,,1997-09-30 00:00:00,0.75,240,91651,91651,Pot,710,Sablefish,315502,SSEI,1997-09-24 00:00:00,1997-09-27 00:00:00,244,Round,48x56x21,24,Sablefish,710,Retained,01,,700
1997,Commercial Pot Trip,617,1011,36488,ALASKAN ROSE,C91C50843L,,1997-09-30 00:00:00,0.75,240,91651,91651,Pot,710,Sablefish,315502,SSEI,1997-09-24 00:00:00,1997-09-29 00:00:00,259,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,700
1997,Commercial Pot Trip,617,1011,36488,ALASKAN ROSE,C91C50843L,,1997-09-30 00:00:00,0.75,240,91651,91651,Pot,710,Sablefish,315531,SSEI,1997-09-29 00:00:00,1997-09-29 00:00:00,321,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1012,36488,ALASKAN ROSE,C91C65802B,,1997-10-02 00:00:00,0.75,240,91501,91501,Pot,710,Sablefish,315502,SSEI,1997-09-27 00:00:00,1997-09-29 00:00:00,259,Rectangle,32x32x84,26,Sablefish,710,Retained,01,,1070
1997,Commercial Pot Trip,617,1012,36488,ALASKAN ROSE,C91C65802B,,1997-10-02 00:00:00,0.75,240,91501,91501,Pot,710,Sablefish,315531,SSEI,1997-09-27 00:00:00,1997-09-29 00:00:00,224,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,764
1997,Commercial Pot Trip,617,1012,36488,ALASKAN ROSE,C91C65802B,,1997-10-02 00:00:00,0.75,240,91501,91501,Pot,710,Sablefish,315531,SSEI,1997-09-27 08:00:00,1997-09-29 07:00:00,269,Round,48x56x21,28,Sablefish,710,Retained,01,,2140
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315502,SSEI,1997-10-02 09:20:00,1997-10-04 09:30:00,250,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1600
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315502,SSEI,1997-10-02 11:10:00,1997-10-04 07:30:00,230,Rectangle,32x32x84,22,Sablefish,710,Retained,01,,1300
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315502,SSEI,1997-10-04 08:40:00,1997-10-06 09:30:00,210,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,900
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315502,SSEI,1997-10-04 11:00:00,1997-10-06 08:00:00,260,Rectangle,32x32x84x,20,Sablefish,710,Retained,01,,650
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315531,SSEI,1997-10-01 17:30:00,1997-10-03 17:00:00,300,Rectangle,32x32x84,23,Sablefish,710,Retained,01,,600
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315531,SSEI,1997-10-01 20:05:00,1997-10-03 14:00:00,270,Round,48x56x21,26,Sablefish,710,Retained,01,,1200
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315531,SSEI,1997-10-03 00:30:00,1997-10-03 19:00:00,260,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,800
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315531,SSEI,1997-10-03 14:20:00,1997-10-05 13:00:00,270,Round,48x56x21,26,Sablefish,710,Retained,01,,1700
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315531,SSEI,1997-10-03 17:30:00,1997-10-05 15:00:00,310,Rectangle,32x32x84,23,Sablefish,710,Retained,01,,300
1997,Commercial Pot Trip,617,1013,36488,ALASKAN ROSE,C91C50488F,1997-10-01 00:00:00,1997-10-07 00:00:00,0.75,240,"91505, 91506, 91507",91505,Pot,710,Sablefish,315531,SSEI,1997-10-03 19:30:00,1997-10-05 22:00:00,280,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,400
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-05 18:30:00,1997-10-08 01:00:00,270,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,1000
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-06 07:00:00,1997-10-08 11:30:00,250,Rectangle,32x32x84,23,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-06 09:20:00,1997-10-08 14:40:00,220,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,800
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-06 10:30:00,1997-10-08 16:00:00,220,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,750
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-08 02:15:00,1997-10-10 10:30:00,250,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,800
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-08 10:50:00,1997-10-10 06:40:00,270,Rectangle,32x32x84,26,Sablefish,710,Retained,01,,1200
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-08 12:40:00,1997-10-10 08:30:00,260,Round,48x56x21,23,Sablefish,710,Retained,01,,500
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-08 16:00:00,1997-10-10 12:00:00,220,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,800
1997,Commercial Pot Trip,617,1014,36488,ALASKAN ROSE,C91C50488F,1997-10-05 00:00:00,1997-10-11 00:00:00,0.75,300,91650,91650,Pot,710,Sablefish,315502,SSEI,1997-10-08 17:15:00,1997-10-10 13:40:00,225,Rectangle,32x32x84,20,Sablefish,710,Retained,01,,500
